Tutorial Group,Student ID,Name,School,Gender,CGPA,Team Assigned
G-69,1038,Irfan Bin Zain,MAE,Male,4,Team 7
G-69,2298,Kiera Wong,SSS,Female,04.02,Team 7
G-69,651,Jonas Lee,CoB (NBS),Male,4.14,Team 7
G-69,1443,Jia Tan,CoE,Female,4.3,Team 7
G-69,1338,Nora Binti Zainal,EEE,Female,3.95,Team 8
G-69,4017,Jackson Mitchell,SoH,Male,4.17,Team 8
G-69,151,Mia Wu,CCEB,Female,04.09,Team 8
G-69,2001,Gaurav Joshi,CoB (NBS),Male,4.18,Team 8
G-69,3209,Ji-Hoon Kim,SBS,Male,4.19,Team 8
G-69,2412,Sanjay Kapoor,CoB (NBS),Male,3.91,Team 9
G-69,4013,Narin Tan,SoH,Female,4.1,Team 9
G-69,418,Jack Huang,ADM,Male,04.06,Team 9
G-69,1670,Serena Wong,MAE,Female,4.16,Team 9
G-69,4540,Ningyue,CoE,Female,4.3,Team 9
G-69,2239,Katherine Wood,SSS,Female,04.05,Team 10
G-69,2432,Fikri Andika,EEE,Male,4.2,Team 10
G-69,3992,Jingyi,CoE,Male,04.05,Team 10
G-69,2697,Victoria Parker,CCDS,Female,04.01,Team 10
G-69,749,Hina Khan,MSE,Female,4.22,Team 10
G-7,5145,Isaiah Lee,EEE,Male,04.03,Team 1
G-7,5622,Derek Johnson,CCDS,Male,3.9,Team 1
G-7,88,Addison Yang,CoB (NBS),Female,04.09,Team 1
G-7,2057,Noah Huang,ADM,Male,4.2,Team 1
G-7,5077,Neha Joshi,SPMS,Female,4.17,Team 1
G-7,2263,Indriani Wulandari,SBS,Female,4.25,Team 2
G-7,3448,Yoshinori Yamashita,ADM,Male,3.89,Team 2
G-7,4351,Zoe Parker,EEE,Female,4.18,Team 2
G-7,1357,Isabella Clark,SoH,Female,04.04,Team 2
G-7,1116,Hunter Powell,NIE,Male,4.14,Team 2
G-7,3624,Minh Tran,MAE,Male,3.9,Team 3
G-7,2211,Rita Chan,CEE,Female,04.07,Team 3
G-7,73,Daniel Robinson,SoH,Male,04.08,Team 3
G-7,4184,Yun Chen,SSS,Female,4.2,Team 3
G-7,2498,Ahmad bin Ali,EEE,Male,4.18,Team 3
G-7,984,Siti Aminah,MAE,Female,3.95,Team 4
G-7,4318,Hassan Malik,SoH,Male,04.05,Team 4
G-7,5243,Soo-Yeon Lee,CCEB,Female,04.02,Team 4
G-7,2967,Oscar Lim,CCDS,Male,4.11,Team 4
G-7,2755,Bingwen,CoB (NBS),Male,4.52,Team 4
G-7,4601,Rosa Martinez,SPMS,Female,4,Team 5
G-7,3407,Ariana Tsai,CCDS,Female,04.03,Team 5
G-7,1074,Matthew Lee,EEE,Male,04.02,Team 5
G-7,3257,Aria Khan,MAE,Female,4.14,Team 5
G-7,135,Waleed Iqbal,CoB (NBS),Male,4.21,Team 5
G-7,5822,Daniel Patel,SPMS,Male,3.88,Team 6
G-7,927,Sofia Patel,CCEB,Female,4.13,Team 6
G-7,2472,Cheng Wei,NIE,Male,04.08,Team 6
G-7,4279,Yuan Yi,MAE,Female,4.3,Team 6
G-7,690,Hikaru Kuroda,EEE,Male,4.12,Team 6
G-7,2159,Shinji Yoshida,CoB (NBS),Male,3.91,Team 7
G-7,4772,Anish Bhatia,EEE,Male,4.35,Team 7
G-7,2113,Sofia Martinez,CCDS,Female,04.08,Team 7
G-7,3298,Xena Kwan,SSS,Female,4.14,Team 7
G-7,5102,Ursula Scott,CCEB,Female,04.07,Team 7
G-7,433,Priscilla Tan,CoB (NBS),Female,3.88,Team 8
G-7,4853,Andre Green,SBS,Male,04.03,Team 8
G-7,2655,Vera Yip,MAE,Female,4.14,Team 8
G-7,4398,Aiden Smith,EEE,Male,4.12,Team 8
G-7,2463,Harsh Kumar,CCEB,Male,4.19,Team 8
G-7,1462,Yvonne Reyes,SBS,Female,3.9,Team 9
G-7,4320,Bilal Hussain,EEE,Male,04.01,Team 9
G-7,955,Devika Mehta,CCEB,Female,4.1,Team 9
G-7,3805,Charlie Wong,NIE,Male,4.15,Team 9
G-7,5193,Min-Seok Lee,SoH,Male,4.22,Team 9
G-7,4197,Eli Tan,MSE,Male,3.89,Team 10
G-7,550,Yong Jie,EEE,Male,4.15,Team 10
G-7,5729,Aiman Bin Azman,CCEB,Male,4.1,Team 10
G-7,328,Evelyn Kelly,MAE,Female,4.26,Team 10
G-7,3924,Ayesha Shirin,CoB (NBS),Female,04.02,Team 10
G-70,1843,Jasmine Binti Ali,CCDS,Female,3.9,Team 1
G-70,2780,Hina Raza,SBS,Female,4.14,Team 1
G-70,5485,Kyla Cheung,CCEB,Female,4.11,Team 1
G-70,1125,Zachary Wu,NIE,Male,4.14,Team 1
G-70,1750,Katherine Chen,CoB (NBS),Female,4.14,Team 1
G-70,3032,Elena Kwan,CoE,Female,04.02,Team 2
G-70,2668,Kangtai,MSE,Female,04.05,Team 2
G-70,4024,Aiko Tanaka,SSS,Female,04.03,Team 2
G-70,3599,Dylan Collins,SoH,Male,4.15,Team 2
G-70,3756,Zara Chan,CoB (NBS),Female,4.22,Team 2
G-70,2355,Finn Walker,NIE,Male,4,Team 3
G-70,1572,Sumita Sharma,CoB (NBS),Female,04.04,Team 3
G-70,4686,Benjamin Allen,SBS,Male,04.03,Team 3
G-70,4424,Aifang,SSS,Female,4.15,Team 3
G-70,1869,Aria Phillips,CoE,Female,4.25,Team 3
G-70,5827,Emma Thompson,NIE,Female,04.01,Team 4
G-70,3766,Jack Ng,EEE,Male,04.02,Team 4
G-70,3078,Guangzhen,CCEB,Male,4.1,Team 4
G-70,3944,Tina Yung,SSS,Female,4.22,Team 4
G-70,5054,Maya Evans,MSE,Female,4.13,Team 4
G-70,4791,Jing Mei,EEE,Female,3.94,Team 5
G-70,45,Jett Martinez,CCEB,Male,4.11,Team 5
G-70,2609,Hafsa Noor,CEE,Female,04.09,Team 5
G-70,5636,Nimisha Gupta,CCDS,Female,4.12,Team 5
G-70,3661,Wayne Tan,NIE,Male,4.22,Team 5
G-70,3029,Dante Lewis,CoE,Male,04.02,Team 6
G-70,2872,Huang Feng,CEE,Male,04.06,Team 6
G-70,3508,Renee Wong,SSS,Female,04.09,Team 6
G-70,3272,Rina Amelia,EEE,Female,4.15,Team 6
G-70,1578,Jasmine Bhat,CCEB,Female,4.18,Team 6
G-70,4808,Ella Rodriguez,SSS,Female,04.01,Team 7
G-70,795,Saanvi Patel,SoH,Female,04.07,Team 7
G-70,1287,Jaxon Kim,CoB (NBS),Male,4.11,Team 7
G-70,662,Ulyssa Dela Cruz,CCDS,Female,4.17,Team 7
G-70,2902,Ming Shen,EEE,Male,4.18,Team 7
G-70,5392,Aarvi Gupta,MSE,Female,3.9,Team 8
G-70,1694,Amelia Thompson,NIE,Female,04.08,Team 8
G-70,5631,Emma Thomas,SoH,Female,4.1,Team 8
G-70,1414,Yasin Shah,LKCMedicine,Male,4.18,Team 8
G-70,2522,Beau Dela Cruz,CCDS,Male,4.2,Team 8
G-70,1946,Alice Kwan,SSS,Female,04.02,Team 9
G-70,2034,Anjali Desai,CoB (NBS),Female,04.03,Team 9
G-70,3470,Finn James,CCDS,Male,04.08,Team 9
G-70,1556,Ken Yamamoto,CEE,Male,04.04,Team 9
G-70,3340,Raisha Khanna,MSE,Female,4.22,Team 9
G-70,838,Nguyen Van Tinh,SoH,Male,3.9,Team 10
G-70,1093,Cary Tan,NIE,Female,4.1,Team 10
G-70,1250,Dina Farhan,MAE,Female,4.11,Team 10
G-70,3287,Rashid Khan,CoB (NBS),Female,4.18,Team 10
G-70,459,Khalil Bin Ismail,CoE,Male,4.2,Team 10
G-71,3643,Emily Tsai,CCEB,Female,3.88,Team 1
G-71,2109,Renji Tanaka,SoH,Male,04.08,Team 1
G-71,1725,Vivek Nair,CoB (NBS),Male,04.05,Team 1
G-71,5488,Lana Lee,EEE,Female,4.15,Team 1
G-71,261,Tara Chen,WKW SCI,Female,4.26,Team 1
G-71,3402,Ningyu,SBS,Female,3.9,Team 2
G-71,5041,Priyanka Kapoor,MAE,Female,4,Team 2
G-71,5861,Fiona Lam,EEE,Female,4.14,Team 2
G-71,3433,Mohammad Ali,CoB (NBS),Male,4.14,Team 2
G-71,1245,Cassandra Reyes,SSS,Female,4.26,Team 2
G-71,4646,Zain Bin Ali,NIE,Male,3.94,Team 3
G-71,4063,Mia Lim,LKCMedicine,Female,4.22,Team 3
G-71,5223,Rhea Bennett,SBS,Female,4.1,Team 3
G-71,5794,Jonas Evans,EEE,Male,4.2,Team 3
G-71,3267,Ming Zhao,CoB (NBS),Female,04.01,Team 3
G-71,4384,Ayla Turner,SoH,Female,3.86,Team 4
G-71,4434,Jade Tan,CoE,Female,04.02,Team 4
G-71,1945,Anisah Binti,CoB (NBS),Female,4.18,Team 4
G-71,2007,Eric Huang,EEE,Male,4.18,Team 4
G-71,5052,Dong-Soo Lee,CCDS,Male,4.21,Team 4
G-71,1574,Adriel Reyes,SBS,Male,3.88,Team 5
G-71,3484,Evelyn Yeo,CoB (NBS),Female,04.05,Team 5
G-71,2460,Hira Ali,EEE,Female,4.15,Team 5
G-71,3603,Sofia Perez,SoH,Female,4.15,Team 5
G-71,5923,Kamran Hussain,CEE,Male,4.23,Team 5
G-71,1430,Dmitri Volkov,CCEB,Male,3.9,Team 6
G-71,5229,Lucas Martinez,SPMS,Male,4.13,Team 6
G-71,2854,Nora Campbell,SSS,Female,4.19,Team 6
G-71,704,Mia Garcia,NIE,Female,4.2,Team 6
G-71,2990,Soo-Yeon Kim,CoB (NBS),Female,04.08,Team 6
G-71,3185,Amina Binti Rahman,EEE,Female,3.84,Team 7
G-71,4378,Fei Hong Lim,NIE,Male,04.04,Team 7
G-71,2935,Peyton Villanueva,SSS,Female,04.05,Team 7
G-71,473,Lily Turner,WKW SCI,Female,4.17,Team 7
G-71,3063,Uriah Pineda,CoB (NBS),Male,4.22,Team 7
G-71,1567,Zhang Yi,CoB (NBS),Male,3.95,Team 8
G-71,1270,Maya Iyer,MAE,Female,04.04,Team 8
G-71,2794,Uriah Wong,EEE,Male,04.05,Team 8
G-71,1161,Olivia Ng,CCEB,Female,4.17,Team 8
G-71,1404,Kylie Ross,SSS,Female,4.52,Team 8
G-71,1810,Aiwen Wang,ASE,Male,4,Team 9
G-71,3011,Carmen Lin,CCEB,Female,04.02,Team 9
G-71,1543,Aisha Khan,EEE,Female,4.1,Team 9
G-71,628,Willa Pineda,MAE,Female,4.48,Team 9
G-71,1858,Ravi Sharma,SPMS,Male,04.03,Team 9
G-71,1808,Monique Fernandez,WKW SCI,Female,04.04,Team 10
G-71,3575,Carter Xu,SPMS,Male,04.03,Team 10
G-71,1713,Lila Martinez,CCEB,Female,04.08,Team 10
G-71,297,Hiroki Nakamura,MAE,Male,04.03,Team 10
G-71,3874,Indira Ong,CoB (NBS),Female,4.48,Team 10
G-72,969,Rida Noor,CCEB,Female,4.19,Team 1
G-72,1276,Belle Wang,MAE,Female,04.03,Team 1
G-72,409,Nitin Sharma,EEE,Male,04.04,Team 1
G-72,5251,Nguyen Hoang Long,SPMS,Male,3.89,Team 1
G-72,1689,Siddharth Iyer,CoE,Male,4.27,Team 1
G-72,2630,Caleb Liu,CEE,Male,04.08,Team 2
G-72,4740,Disha Iyer,EEE,Female,04.05,Team 2
G-72,3247,Suki Tanaka,SSS,Female,04.02,Team 2
G-72,2075,Gideon Reed,CoB (NBS),Male,4.18,Team 2
G-72,3281,Tristan Li,CCDS,Male,4.22,Team 2
G-72,3934,Ava Chua,MSE,Female,3.85,Team 3
G-72,744,Takahiro Nakashima,CCDS,Male,4.13,Team 3
G-72,953,Jade Kwan,CCEB,Female,4.11,Team 3
G-72,5736,Sebastian Wright,CEE,Male,4.12,Team 3
G-72,2146,Yusuf Bin Ahmad,EEE,Male,4.2,Team 3
G-72,3275,Caleb Moreno,EEE,Male,04.01,Team 4
G-72,3049,Evan Yang,SoH,Male,4.12,Team 4
G-72,2833,Zehra Noor,CCEB,Female,4.1,Team 4
G-72,1664,Ulya Handayani,CCDS,Female,4.2,Team 4
G-72,2571,Luke Howard,NIE,Male,4.13,Team 4
G-72,958,Sophie Tan,MAE,Female,4.2,Team 5
G-72,124,Lian Chen,CEE,Male,04.09,Team 5
G-72,1129,Aaron Wilson,SBS,Male,4.12,Team 5
G-72,3282,Fatimah Binti,NIE,Male,4.12,Team 5
G-72,3774,Mei Wong,SoH,Female,3.86,Team 5
G-72,4296,Tara Nair,CCEB,Female,04.05,Team 6
G-72,4401,Sakura Takahashi,MAE,Female,04.03,Team 6
G-72,2125,Hafiz Rahman,EEE,Male,4.12,Team 6
G-72,1861,Sophia Hernandez,SSS,Female,4.22,Team 6
G-72,373,Rashid Malik,CCDS,Male,4.2,Team 6
G-72,4111,Sara Malik,CCDS,Female,4.23,Team 7
G-72,640,Callie Lin,CEE,Female,04.01,Team 7
G-72,2317,Zoe Li,SoH,Female,4.16,Team 7
G-72,2767,Hoang Van Loc,EEE,Male,4.1,Team 7
G-72,2163,Kevin Wang,CoE,Male,04.01,Team 7
G-72,2770,Nari Yoshida,SBS,Female,4,Team 8
G-72,954,Preston Davis,WKW SCI,Male,04.06,Team 8
G-72,2135,Priti Sharma,CoE,Female,4.11,Team 8
G-72,5971,Jayden Bennett,CoB (NBS),Male,4.12,Team 8
G-72,3417,Shahid Bin Ahmad,CCEB,Male,4.3,Team 8
G-72,513,Nathan Roberts,CoE,Male,04.03,Team 9
G-72,4485,Maria Stepanova,CoB (NBS),Female,4.19,Team 9
G-72,5857,Max Lim,CCDS,Male,4.1,Team 9
G-72,5813,Vani Rani,MAE,Female,4.13,Team 9
G-72,1659,William Young,SPMS,Male,04.08,Team 9
G-72,3736,Elena Petrovna,CCDS,Female,4,Team 10
G-72,5200,Erik Chen,SoH,Male,4.14,Team 10
G-72,1087,Michael Jackson,MSE,Male,4.16,Team 10
G-72,2821,Luke Price,SPMS,Male,4.19,Team 10
G-72,801,Gina Tan,CCEB,Female,04.05,Team 10
G-73,4694,Stella Peterson,CoB (NBS),Female,3.91,Team 1
G-73,4131,Liang Zhang,MAE,Female,4.2,Team 1
G-73,5637,Faisal Rehman,CCDS,Male,04.05,Team 1
G-73,1577,Xiang Yu,SBS,Female,04.06,Team 1
G-73,254,Josh Thompson,EEE,Male,4.19,Team 1
G-73,4119,Nguyen Van Hao,CoB (NBS),Male,04.02,Team 2
G-73,1206,Megan Lewis,SSS,Female,04.03,Team 2
G-73,2271,Addie Lin,CEE,Female,4.12,Team 2
G-73,4249,Saira Ali,EEE,Female,4.12,Team 2
G-73,3440,Nguyen Van Son,CoE,Male,4.22,Team 2
G-73,303,Hannah Martinez,MAE,Female,04.01,Team 3
G-73,2956,Akira Nishida,EEE,Male,4,Team 3
G-73,4698,Angela Yip,CEE,Female,04.05,Team 3
G-73,1091,Aaliyah Flores,SBS,Female,4.2,Team 3
G-73,3309,Trey Liu,CoB (NBS),Male,4.12,Team 3
G-73,3531,Claudia Dela Cruz,CoB (NBS),Female,3.89,Team 4
G-73,5671,Lucy Simmons,CCDS,Female,4.15,Team 4
G-73,4452,Henry Li,EEE,Male,4.11,Team 4
G-73,4467,Aditi Mehta,SSS,Female,4.16,Team 4
G-73,2397,Dylan Yang,CCEB,Male,04.01,Team 4
G-73,3763,Kazuo Higashi,CCEB,Male,4.14,Team 5
G-73,2839,Nina Kwan,CEE,Female,4.11,Team 5
G-73,4961,Zhen Wei,CoB (NBS),Male,4.1,Team 5
G-73,2108,Celine Wong,SoH,Female,3.9,Team 5
G-73,5805,Rida Shah,EEE,Female,4.18,Team 5
G-73,1757,Uma Dela Cruz,CoB (NBS),Female,3.96,Team 6
G-73,126,Vira Andini,EEE,Female,4.2,Team 6
G-73,1908,Hannah Sanchez,CCDS,Female,04.03,Team 6
G-73,5504,Leo Li,CoE,Male,4.14,Team 6
G-73,5665,Wyatt Adams,SPMS,Male,4.16,Team 6
G-73,3025,Matthew Wilson,CoE,Male,4,Team 7
G-73,5562,Tiantian Liu,SPMS,Female,04.01,Team 7
G-73,5721,Lina Lim,CCEB,Female,4.15,Team 7
G-73,2345,Hao Chen,CCDS,Male,4.14,Team 7
G-73,3318,Kiran Noor,MAE,Female,04.09,Team 7
G-73,3007,Ty Wu,CoB (NBS),Male,04.09,Team 8
G-73,2799,Hui Zhang,SBS,Female,04.03,Team 8
G-73,3511,Zylen Alvarado,CCDS,Male,04.09,Team 8
G-73,1379,Tran Van Thanh,MAE,Female,4.22,Team 8
G-73,4496,Maya Thompson,CCEB,Female,04.09,Team 8
G-73,1526,Yuna Nakamura,CCDS,Female,3.91,Team 9
G-73,4940,Levi Morgan,MAE,Male,4.19,Team 9
G-73,743,Xia Chen,SBS,Female,04.05,Team 9
G-73,4976,Lilah Diaz,CoB (NBS),Female,4.2,Team 9
G-73,2984,Rahul Desai,SoH,Male,04.09,Team 9
G-73,3635,Guangqiang,CoB (NBS),Female,3.95,Team 10
G-73,143,Marc Cheung,SoH,Male,04.06,Team 10
G-73,5399,Shanaya Rao,ADM,Female,4.11,Team 10
G-73,1057,Nadia Ismail,CoE,Female,4.15,Team 10
G-73,3143,Ryan Lim,EEE,Male,4.17,Team 10
G-74,4321,Victor Lim,SBS,Male,3.93,Team 1
G-74,1972,Victoria Adams,CoB (NBS),Female,04.06,Team 1
G-74,569,Cindy Lestari,CCEB,Female,4.1,Team 1
G-74,3233,Kaden Reed,CEE,Male,4.11,Team 1
G-74,5623,Daniel Koh,EEE,Male,4.19,Team 1
G-74,5036,Laila Binti Ismail,SPMS,Female,3.95,Team 2
G-74,3939,Elijah Liu,CEE,Male,4.11,Team 2
G-74,4998,Chloe Brown,SSS,Female,04.03,Team 2
G-74,2723,Ethan Thomas,NIE,Male,4.11,Team 2
G-74,2659,Fatma Binti Ali,CoB (NBS),Female,4.25,Team 2
G-74,2048,Amelia Wang,CCDS,Female,04.03,Team 3
G-74,36,Sanya Verma,CoB (NBS),Female,04.06,Team 3
G-74,1437,Aarav Bajaj,SPMS,Male,4.11,Team 3
G-74,732,Aidan Tan,CCEB,Male,4.18,Team 3
G-74,4860,Layla Zhang,MAE,Female,4.12,Team 3
G-74,3559,Natalie Rivera,CoB (NBS),Female,04.01,Team 4
G-74,2426,Ling Feng,MAE,Male,4.15,Team 4
G-74,1658,Nikita Alexeyev,CoE,Male,4.11,Team 4
G-74,5155,Lina Binti Ismail,SSS,Female,3.85,Team 4
G-74,597,Quinn Yang,SPMS,Male,4.22,Team 4
G-74,2177,Eva Lestari,MAE,Female,3.95,Team 5
G-74,2901,Saki Nishimura,CoB (NBS),Female,04.03,Team 5
G-74,4538,Ellis Zhao,WKW SCI,Male,4.15,Team 5
G-74,1005,Naim Bin Rahim,SPMS,Male,04.07,Team 5
G-74,4773,Calla Chen,SBS,Female,4.18,Team 5
G-74,572,Amira Noor,SSS,Female,04.01,Team 6
G-74,2006,Shuqi,EEE,Female,4,Team 6
G-74,4507,Jasper King,MSE,Male,4.11,Team 6
G-74,1738,Saurabh Mehta,CoE,Male,04.04,Team 6
G-74,4130,Huda Binti Ali,MAE,Female,4.25,Team 6
G-74,4814,Luca Murphy,SPMS,Male,04.02,Team 7
G-74,1754,Sophie Bennett,CCDS,Female,04.03,Team 7
G-74,267,Zachary Allen,SoH,Male,04.08,Team 7
G-74,4126,Ariana Coleman,CEE,Female,4,Team 7
G-74,1167,Tingwei,SSS,Female,4.3,Team 7
G-74,5894,Jiayi,MSE,Female,3.8,Team 8
G-74,5340,Mason Reyes,CCDS,Male,4.12,Team 8
G-74,5199,Nash Wong,MAE,Male,4.14,Team 8
G-74,43,Dylan Wong,CoE,Male,04.09,Team 8
G-74,5250,Elaine Dela Cruz,CoB (NBS),Female,4.2,Team 8
G-74,682,Theo Ross,EEE,Male,4.2,Team 9
G-74,2816,Mithun Nair,CoB (NBS),Male,4.15,Team 9
G-74,1854,Jaxon Lee,SBS,Male,04.08,Team 9
G-74,4025,Aditi Nair,SSS,Female,4.12,Team 9
G-74,3996,Meena Devi,CCDS,Female,3.95,Team 9
G-74,5125,Dika Saputra,EEE,Male,3.9,Team 10
G-74,478,Jace Rivera,CCEB,Male,4.18,Team 10
G-74,3550,Xara Alvarado,SSS,Female,04.08,Team 10
G-74,2223,Emmy Wang,WKW SCI,Female,4.17,Team 10
G-74,1298,Sanjana Iyer,CCDS,Female,04.05,Team 10
G-75,2400,Pooja Sharma,CEE,Female,3.89,Team 1
G-75,4200,Wyatt Yang,EEE,Male,04.02,Team 1
G-75,3543,William Lim,SSS,Male,4.19,Team 1
G-75,3548,Kavya Sharma,CCDS,Female,04.08,Team 1
G-75,252,Mi-Sook Choi,MAE,Female,4.11,Team 1
G-75,2329,Olivia Garcia,MAE,Female,3.86,Team 2
G-75,178,Kavita Sharma,EEE,Female,4.11,Team 2
G-75,1000,Jian Li,CEE,Male,04.09,Team 2
G-75,4196,Sanjay Nair,MSE,Male,04.06,Team 2
G-75,3524,Santi Kusuma,CoB (NBS),Female,4.3,Team 2
G-75,462,Victor Reyes,SBS,Male,3.95,Team 3
G-75,4999,Asher Phillips,EEE,Male,04.04,Team 3
G-75,4357,Salma Khan,CCEB,Female,04.02,Team 3
G-75,1273,Chen Hui,CoB (NBS),Female,4.2,Team 3
G-75,431,Bingli,SSS,Male,4.18,Team 3
G-75,4535,Ritika Sethi,SSS,Female,04.06,Team 4
G-75,3683,Ahmad Bin Azhar,CEE,Male,04.02,Team 4
G-75,932,Ava Rivera,MAE,Female,4.48,Team 4
G-75,793,Felix Tan,CCDS,Male,4.14,Team 4
G-75,4110,Kiran Rao,SoH,Male,04.01,Team 4
G-75,3616,David Simmons,MAE,Male,3.95,Team 5
G-75,237,Rumana Niazi,ASE,Female,04.02,Team 5
G-75,3525,Oliver Thomas,CCDS,Male,04.09,Team 5
G-75,3630,Mikhail Ivanov,CCEB,Male,4.21,Team 5
G-75,1114,Jasmine Binti Lee,SBS,Female,4.15,Team 5
G-75,5692,Anika Reddy,SoH,Female,4.14,Team 6
G-75,3217,Liam Chen,MAE,Male,04.09,Team 6
G-75,2140,Sunita Iyer,CCEB,Female,04.05,Team 6
G-75,5496,Tessa Alonzo,CCDS,Female,3.88,Team 6
G-75,811,Mateo Huang,SPMS,Male,4.18,Team 6
G-75,3241,Sneha Reddy,CCEB,Female,4,Team 7
G-75,4637,Ying Xu,MSE,Female,04.02,Team 7
G-75,4803,Shan Biao,MAE,Male,04.09,Team 7
G-75,1004,Samantha Sun,NIE,Female,4.52,Team 7
G-75,2330,Yasir Malik,WKW SCI,Male,3.88,Team 7
G-75,1143,Mohammed Patel,EEE,Male,3.94,Team 8
G-75,5612,Leo Zhang,SPMS,Male,04.01,Team 8
G-75,5188,Xanthe Scott,SBS,Female,4.12,Team 8
G-75,3145,Ava Nguyen,MSE,Female,4.12,Team 8
G-75,4072,Tianyi,CCDS,Female,4.2,Team 8
G-75,1304,Yuri Mikhailov,CoE,Male,3.95,Team 9
G-75,4943,Laila Rahman,CCDS,Female,4.21,Team 9
G-75,2924,Ava Green,SoH,Female,3.89,Team 9
G-75,2618,Ivy Ong,CoB (NBS),Female,4.15,Team 9
G-75,2312,Anil Reddy,EEE,Male,4.12,Team 9
G-75,5681,Arvind Kumar,MAE,Male,3.88,Team 10
G-75,4995,Ruchi Gupta,SSS,Female,4.12,Team 10
G-75,4069,Anika Iyer,CoB (NBS),Female,04.05,Team 10
G-75,308,Nitin Singhal,CoE,Male,4.15,Team 10
G-75,2987,Kiran Chawla,MSE,Female,4.2,Team 10
G-76,1909,Penny Tan,EEE,Female,4,Team 1
G-76,5234,Ryota Yamada,CoB (NBS),Male,04.06,Team 1
G-76,2104,Shiv Patel,CEE,Male,04.06,Team 1
G-76,831,Fang Ying,SSS,Female,4.18,Team 1
G-76,631,Kong Wei Tan,MAE,Male,4.2,Team 1
G-76,4794,Yang Jun Lim,CEE,Male,4,Team 2
G-76,1341,Sienna Wong,SoH,Female,04.09,Team 2
G-76,2295,Nina Anggraini,SPMS,Female,04.05,Team 2
G-76,719,Henry Martin,EEE,Male,4.18,Team 2
G-76,5230,Naina Sharma,CoB (NBS),Female,4.2,Team 2
G-76,683,Tania Sinha,CoE,Female,04.01,Team 3
G-76,1644,Shahrir Bin Rahman,NIE,Male,04.03,Team 3
G-76,679,Ian Lee,CCDS,Male,04.09,Team 3
G-76,2469,Aanya Kapoor,SPMS,Female,4.17,Team 3
G-76,2270,Kylie Tan,EEE,Female,4.23,Team 3
G-76,5367,Julian Bautista,SSS,Male,3.97,Team 4
G-76,5713,Kian Zhang,CCDS,Male,04.06,Team 4
G-76,3492,Amara Kim,CoE,Female,4.1,Team 4
G-76,2398,Aubrey Lin,CCEB,Female,4.17,Team 4
G-76,2998,Gloria Sanders,EEE,Female,4.19,Team 4
G-76,5257,Adeel Qureshi,CCDS,Female,3.89,Team 5
G-76,5162,Ananya Joshi,EEE,Female,4.19,Team 5
G-76,3682,Meera Joshi,MAE,Female,4.12,Team 5
G-76,1593,Tariq Ahmed,NIE,Male,4.17,Team 5
G-76,1326,Andrew Lewis,CEE,Male,4.1,Team 5
G-76,5696,Samantha Teo,MAE,Female,04.01,Team 6
G-76,1828,Ming Zhou,CoB (NBS),Male,04.04,Team 6
G-76,3914,Brian Yang,EEE,Male,4.22,Team 6
G-76,5849,Elijah Harris,CCEB,Male,4.1,Team 6
G-76,1268,Sajida Noor,SoH,Female,4.12,Team 6
G-76,2636,Katherine Goh,CoB (NBS),Female,3.85,Team 7
G-76,4579,Ying Xuan Tan,ADM,Female,4.2,Team 7
G-76,4741,Andrew Li,MAE,Male,4.15,Team 7
G-76,734,Mikhail Petrov,CEE,Male,4.1,Team 7
G-76,1039,Shreya Sharma,CCEB,Female,4.22,Team 7
G-76,2570,Danielle Dela Cruz,MAE,Female,04.02,Team 8
G-76,2288,Meena Bhatia,SoH,Female,04.04,Team 8
G-76,4214,Kiran Bhatia,EEE,Male,4.1,Team 8
G-76,1651,Anup Kumar,CoB (NBS),Male,4.19,Team 8
G-76,3441,Brittany Wong,SBS,Female,4.1,Team 8
G-76,4144,Riya Sharma,NIE,Female,3.88,Team 9
G-76,1041,James Taylor,CEE,Male,4.13,Team 9
G-76,1859,Bobby Hidayat,WKW SCI,Male,04.05,Team 9
G-76,432,Crystal Lim,CoB (NBS),Female,4.15,Team 9
G-76,1115,Camila Lee,EEE,Female,4.26,Team 9
G-76,214,Bella Lee,NIE,Female,04.03,Team 10
G-76,5824,Alexander Clark,MAE,Male,4.12,Team 10
G-76,5786,Elaine Wang,CCDS,Female,04.09,Team 10
G-76,4483,Yara Ong,EEE,Female,04.04,Team 10
G-76,346,Nicholas Griffin,CoB (NBS),Male,4.2,Team 10
G-77,3150,Toni Saputra,SPMS,Male,3.9,Team 1
G-77,620,Kezhen,CCEB,Female,4.15,Team 1
G-77,168,Nadia Binti Fadli,EEE,Female,4.1,Team 1
G-77,2206,Lily Foster,CCDS,Female,4.2,Team 1
G-77,1728,Christopher Li,MSE,Male,4.1,Team 1
G-77,5158,Chloe Rivera,CCDS,Female,3.87,Team 2
G-77,5061,Jett Yang,MAE,Male,04.08,Team 2
G-77,209,Eli Walker,CoE,Male,4.11,Team 2
G-77,3139,Nadia Binti Mohd,EEE,Female,4.15,Team 2
G-77,2294,Ema Binti Rahman,CEE,Female,4.3,Team 2
G-77,1230,Nolan Perez,CoB (NBS),Male,3.97,Team 3
G-77,2029,Alyssa Cox,WKW SCI,Female,3.97,Team 3
G-77,2286,Madison Zhang,CCDS,Female,4.11,Team 3
G-77,3317,Rahul Kumar,EEE,Male,4.21,Team 3
G-77,1359,Nusrat Ali,SPMS,Female,4.14,Team 3
G-77,1008,Kiran Nair,SPMS,Male,3.95,Team 4
